"date";"code";"nom";"cas";"deces";"guerisons";"source"
"2020-08-28";"P13";"maroc";"58489";"1052";"43049";"Ministère de la Santé du Maroc - Wikipedia"
"2020-08-29";"P13";"maroc";"60056";"1078";"44618";"Ministère de la Santé du Maroc - Wikipedia"
"2020-08-30";"P13";"maroc";"61399";"1111";"46355";"Ministère de la Santé du Maroc - Wikipedia"
"2020-08-31";"P13";"maroc";"62590";"1141";"47595";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-03";"P13";"maroc";"229565";"3900";"189909";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-12";"P13";"maroc";"276821";"4570";"226040";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-13";"P13";"maroc";"282336";"4631";"229160";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-14";"P13";"maroc";"288211";"4697";"234904";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-15";"P13";"maroc";"293177";"4779";"238598";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-16";"P13";"maroc";"296189";"4850";"243359";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-17";"P13";"maroc";"301604";"4932";"247594";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-18";"P13";"maroc";"306995";"5013";"253351";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-19";"P13";"maroc";"311554";"5090";"257992";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-20";"P13";"maroc";"316260";"5182";"262212";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-21";"P13";"maroc";"320962";"5256";"266711";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-22";"P13";"maroc";"324941";"5316";"270457";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-23";"P13";"maroc";"327528";"5396";"275158";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-24";"P13";"maroc";"331527";"5469";"279276";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-25";"P13";"maroc";"336506";"5539";"284496";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-26";"P13";"maroc";"340684";"5619";"289808";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-27";"P13";"maroc";"345276";"5689";"294036";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-28";"P13";"maroc";"349688";"5739";"298574";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-29";"P13";"maroc";"353803";"5789";"302314";"Ministère de la Santé du Maroc - Wikipedia"
"2020-11-30";"P13";"maroc";"356336";"5846";"305291";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-01";"P13";"maroc";"359844";"5915";"310193";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-02";"P13";"maroc";"364190";"5985";"314237";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-03";"P13";"maroc";"368624";"6063";"318987";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-04";"P13";"maroc";"372620";"6136";"323814";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-05";"P13";"maroc";"376738";"6184";"327693";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-06";"P13";"maroc";"379657";"6245";"331301";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-07";"P13";"maroc";"381188";"6320";"334269";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-08";"P13";"maroc";"384088";"6370";"337719";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-09";"P13";"maroc";"388184";"6427";"341685";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-10";"P13";"maroc";"391529";"6492";"345934";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-11";"P13";"maroc";"394564";"6542";"349821";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-12";"P13";"maroc";"397597";"6589";"353098";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-13";"P13";"maroc";"399609";"6624";"356023";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-14";"P13";"maroc";"400826";"6659";"359065";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-15";"P13";"maroc";"403619";"6711";"362911";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-16";"P13";"maroc";"406970";"6749";"366835";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-17";"P13";"maroc";"409746";"6804";"369998";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-18";"P13";"maroc";"412393";"6854";"372725";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-19";"P13";"maroc";"415226";"6909";"375623";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-20";"P13";"maroc";"417125";"6957";"378154";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-21";"P13";"maroc";"418002";"7000";"380134";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-22";"P13";"maroc";"420648";"7030";"382925";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-23";"P13";"maroc";"423214";"7086";"385895";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-24";"P13";"maroc";"425864";"7130";"388728";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-25";"P13";"maroc";"428193";"7170";"391920";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-26";"P13";"maroc";"430562";"7204";"396095";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-27";"P13";"maroc";"432079";"7240";"398060";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-28";"P13";"maroc";"433029";"7272";"399575";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-29";"P13";"maroc";"435189";"7314";"401429";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-30";"P13";"maroc";"437332";"7355";"405251";"Ministère de la Santé du Maroc - Wikipedia"
"2020-12-31";"P13";"maroc";"439193";"7388";"407504";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-01";"P13";"maroc";"440970";"7425";"409638";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-02";"P13";"maroc";"442141";"7452";"412168";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-03";"P13";"maroc";"443146";"7485";"413393";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-04";"P13";"maroc";"443802";"7538";"414972";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-05";"P13";"maroc";"445439";"7581";"416708";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-06";"P13";"maroc";"447081";"7618";"418744";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-07";"P13";"maroc";"448678";"7645";"420569";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-08";"P13";"maroc";"450221";"7685";"422072";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-09";"P13";"maroc";"451637";"7709";"423541";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-10";"P13";"maroc";"452532";"7743";"424896";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-11";"P13";"maroc";"452988";"7767";"426006";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-12";"P13";"maroc";"453789";"7784";"427351";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-13";"P13";"maroc";"455055";"7810";"429278";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-14";"P13";"maroc";"456334";"7854";"431167";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-15";"P13";"maroc";"457625";"7888";"432576";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-16";"P13";"maroc";"458865";"7911";"433937";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-17";"P13";"maroc";"459671";"7942";"434925";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-18";"P13";"maroc";"460144";"7977";"435686";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-19";"P13";"maroc";"461390";"8011";"436626";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-20";"P13";"maroc";"462542";"8043";"437955";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-21";"P13";"maroc";"463706";"8076";"439301";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-22";"P13";"maroc";"464844";"8105";"440652";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-23";"P13";"maroc";"465769";"8128";"441693";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-24";"P13";"maroc";"466289";"8150";"442441";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-25";"P13";"maroc";"466626";"8172";"443472";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-26";"P13";"maroc";"467493";"8187";"444823";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-27";"P13";"maroc";"468383";"8207";"446181";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-28";"P13";"maroc";"469139";"8224";"447076";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-29";"P13";"maroc";"469990";"8246";"447866";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-30";"P13";"maroc";"470691";"8259";"448628";"Ministère de la Santé du Maroc - Wikipedia"
"2021-01-31";"P13";"maroc";"471157";"8275";"449160";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-01";"P13";"maroc";"471438";"8287";"450052";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-02";"P13";"maroc";"472273";"8309";"450847";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-03";"P13";"maroc";"473047";"8323";"451780";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-04";"P13";"maroc";"473667";"8351";"452522";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-05";"P13";"maroc";"474379";"8368";"453302";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-06";"P13";"maroc";"474966";"8381";"453921";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-07";"P13";"maroc";"475355";"8394";"454504";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-08";"P13";"maroc";"475589";"8408";"454997";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-09";"P13";"maroc";"476125";"8424";"456032";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-10";"P13";"maroc";"476689";"8436";"456751";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-11";"P13";"maroc";"477160";"8440";"457325";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-12";"P13";"maroc";"477656";"8450";"457956";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-13";"P13";"maroc";"478135";"8460";"458504";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-14";"P13";"maroc";"478474";"8477";"458852";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-15";"P13";"maroc";"478595";"8491";"459549";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-16";"P13";"maroc";"479071";"8504";"460628";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-17";"P13";"maroc";"479579";"8517";"461466";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-18";"P13";"maroc";"480056";"8524";"462436";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-19";"P13";"maroc";"480504";"8540";"463271";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-20";"P13";"maroc";"480948";"8548";"464043";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-21";"P13";"maroc";"481155";"8554";"464664";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-22";"P13";"maroc";"481263";"8559";"465297";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-23";"P13";"maroc";"481709";"8574";"466105";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-24";"P13";"maroc";"482128";"8592";"466815";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-25";"P13";"maroc";"482514";"8598";"467541";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-26";"P13";"maroc";"482994";"8608";"468387";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-27";"P13";"maroc";"483410";"8615";"468807";"Ministère de la Santé du Maroc - Wikipedia"
"2021-02-28";"P13";"maroc";"483654";"8623";"469046";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-01";"P13";"maroc";"483766";"8637";"469345";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-02";"P13";"maroc";"484159";"8645";"469868";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-03";"P13";"maroc";"484753";"8653";"470425";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-04";"P13";"maroc";"485147";"8669";"470933";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-05";"P13";"maroc";"485567";"8673";"471410";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-06";"P13";"maroc";"485974";"8676";"471919";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-07";"P13";"maroc";"486223";"8682";"472240";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-08";"P13";"maroc";"486325";"8683";"472544";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-09";"P13";"maroc";"486833";"8695";"473208";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-10";"P13";"maroc";"487286";"8705";"473738";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-11";"P13";"maroc";"487750";"8712";"474257";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-12";"P13";"maroc";"488181";"8716";"474938";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-13";"P13";"maroc";"488632";"8718";"475457";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-14";"P13";"maroc";"488937";"8723";"475849";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-15";"P13";"maroc";"489096";"8733";"476126";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-16";"P13";"maroc";"489622";"8737";"476727";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-17";"P13";"maroc";"490088";"8745";"477305";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-18";"P13";"maroc";"490575";"8748";"477879";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-19";"P13";"maroc";"491019";"8755";"478386";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-20";"P13";"maroc";"491463";"8763";"478870";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-21";"P13";"maroc";"491709";"8767";"479252";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-22";"P13";"maroc";"491834";"8769";"479557";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-23";"P13";"maroc";"492403";"8775";"480100";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-24";"P13";"maroc";"492842";"8786";"480607";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-25";"P13";"maroc";"493353";"8788";"481074";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-26";"P13";"maroc";"493867";"8793";"481597";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-27";"P13";"maroc";"494358";"8798";"482084";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-28";"P13";"maroc";"494659";"8798";"482352";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-29";"P13";"maroc";"494756";"8807";"482585";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-30";"P13";"maroc";"495421";"8813";"483165";"Ministère de la Santé du Maroc - Wikipedia"
"2021-03-31";"P13";"maroc";"496097";"8818";"483363";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-01";"P13";"maroc";"496676";"8825";"483711";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-02";"P13";"maroc";"497257";"8835";"484224";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-03";"P13";"maroc";"497832";"8842";"484793";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-04";"P13";"maroc";"498197";"8850";"484921";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-05";"P13";"maroc";"498329";"8857";"485162";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-06";"P13";"maroc";"499025";"8865";"485708";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-07";"P13";"maroc";"499688";"8867";"486349";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-08";"P13";"maroc";"500323";"8873";"486913";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-09";"P13";"maroc";"500948";"8885";"487414";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-10";"P13";"maroc";"501688";"8891";"488015";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-11";"P13";"maroc";"502102";"8900";"488361";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-12";"P13";"maroc";"502277";"8909";"488632";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-13";"P13";"maroc";"502961";"8915";"489288";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-14";"P13";"maroc";"503664";"8920";"489928";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-15";"P13";"maroc";"504260";"8927";"490366";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-16";"P13";"maroc";"504847";"8934";"490921";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-17";"P13";"maroc";"505447";"8944";"491537";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-18";"P13";"maroc";"505811";"8945";"491810";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-19";"P13";"maroc";"505949";"8952";"492100";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-20";"P13";"maroc";"506669";"8959";"492725";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-21";"P13";"maroc";"507338";"8969";"493353";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-22";"P13";"maroc";"507938";"8976";"493873";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-23";"P13";"maroc";"508530";"8983";"494415";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-24";"P13";"maroc";"509037";"8988";"494872";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-25";"P13";"maroc";"509363";"8992";"495262";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-26";"P13";"maroc";"509465";"8999";"495408";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-27";"P13";"maroc";"509972";"9005";"496031";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-28";"P13";"maroc";"510465";"9015";"496583";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-29";"P13";"maroc";"510886";"9020";"497105";"Ministère de la Santé du Maroc - Wikipedia"
"2021-04-30";"P13";"maroc";"511249";"9023";"497621";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-01";"P13";"maroc";"511562";"9026";"498131";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-02";"P13";"maroc";"511856";"9028";"498415";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-03";"P13";"maroc";"511912";"9032";"498624";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-04";"P13";"maroc";"512285";"9038";"499089";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-05";"P13";"maroc";"512656";"9043";"499491";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-06";"P13";"maroc";"513016";"9049";"499917";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-07";"P13";"maroc";"513314";"9057";"500192";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-08";"P13";"maroc";"513628";"9064";"500540";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-09";"P13";"maroc";"513864";"9072";"500914";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-10";"P13";"maroc";"513922";"9077";"501146";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-11";"P13";"maroc";"514164";"9083";"501404";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-12";"P13";"maroc";"514432";"9088";"501692";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-13";"P13";"maroc";"514670";"9091";"502205";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-14";"P13";"maroc";"514705";"9092";"502604";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-15";"P13";"maroc";"514817";"9098";"502884";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-16";"P13";"maroc";"514944";"9098";"503181";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-17";"P13";"maroc";"515023";"9104";"503483";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-18";"P13";"maroc";"515420";"9105";"503861";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-19";"P13";"maroc";"515758";"9106";"504210";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-20";"P13";"maroc";"516091";"9109";"504439";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-21";"P13";"maroc";"516449";"9115";"504757";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-22";"P13";"maroc";"516812";"9119";"505050";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-23";"P13";"maroc";"517023";"9122";"505228";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-24";"P13";"maroc";"517113";"9126";"505392";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-25";"P13";"maroc";"517423";"9129";"505668";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-26";"P13";"maroc";"517808";"9131";"506061";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-27";"P13";"maroc";"518122";"9134";"506208";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-28";"P13";"maroc";"518458";"9135";"506443";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-29";"P13";"maroc";"518868";"9138";"506740";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-30";"P13";"maroc";"519108";"9143";"506962";"Ministère de la Santé du Maroc - Wikipedia"
"2021-05-31";"P13";"maroc";"519216";"9147";"507125";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-01";"P13";"maroc";"519610";"9154";"507528";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-02";"P13";"maroc";"520028";"9160";"507838";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-03";"P13";"maroc";"520423";"9165";"508210";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-04";"P13";"maroc";"520769";"9169";"508570";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-05";"P13";"maroc";"521195";"9173";"508850";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-06";"P13";"maroc";"521426";"9178";"509083";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-07";"P13";"maroc";"521530";"9181";"509277";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-08";"P13";"maroc";"522003";"9187";"509660";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-09";"P13";"maroc";"522389";"9190";"509958";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-10";"P13";"maroc";"522765";"9192";"510299";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-11";"P13";"maroc";"523165";"9202";"510623";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-12";"P13";"maroc";"523620";"9207";"510958";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-13";"P13";"maroc";"523890";"9211";"511126";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-14";"P13";"maroc";"523999";"9213";"511440";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-15";"P13";"maroc";"524475";"9217";"511794";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-16";"P13";"maroc";"524975";"9221";"512097";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-17";"P13";"maroc";"525443";"9225";"512487";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-18";"P13";"maroc";"525924";"9233";"512937";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-19";"P13";"maroc";"526363";"9237";"513382";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-20";"P13";"maroc";"526651";"9238";"513681";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-21";"P13";"maroc";"526737";"9244";"513898";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-22";"P13";"maroc";"527174";"9247";"514279";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-23";"P13";"maroc";"527696";"9254";"514624";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-24";"P13";"maroc";"528180";"9265";"515030";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-25";"P13";"maroc";"528731";"9268";"515537";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-26";"P13";"maroc";"529224";"9273";"515863";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-27";"P13";"maroc";"529676";"9277";"516269";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-28";"P13";"maroc";"529895";"9283";"516529";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-29";"P13";"maroc";"530585";"9292";"517059";"Ministère de la Santé du Maroc - Wikipedia"
"2021-06-30";"P13";"maroc";"531361";"9296";"517576";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-01";"P13";"maroc";"532150";"9298";"518101";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-02";"P13";"maroc";"532994";"9307";"518641";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-03";"P13";"maroc";"533945";"9315";"519139";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-04";"P13";"maroc";"534550";"9319";"519696";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-05";"P13";"maroc";"534797";"9329";"520107";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-06";"P13";"maroc";"535974";"9336";"520963";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-07";"P13";"maroc";"537253";"9341";"521671";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-08";"P13";"maroc";"538589";"9346";"522377";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-09";"P13";"maroc";"539839";"9351";"523128";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-10";"P13";"maroc";"541405";"9360";"523998";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-11";"P13";"maroc";"542462";"9369";"524826";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-12";"P13";"maroc";"543119";"9384";"525286";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-13";"P13";"maroc";"545016";"9395";"526168";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-14";"P13";"maroc";"547273";"9404";"527256";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-15";"P13";"maroc";"549844";"9418";"528645";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-16";"P13";"maroc";"552635";"9427";"529853";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-17";"P13";"maroc";"555488";"9434";"530801";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-18";"P13";"maroc";"557632";"9450";"531649";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-19";"P13";"maroc";"558785";"9466";"533229";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-20";"P13";"maroc";"562416";"9486";"534814";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-21";"P13";"maroc";"566356";"9498";"536626";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-22";"P13";"maroc";"567758";"9517";"538370";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-23";"P13";"maroc";"569668";"9536";"540474";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-24";"P13";"maroc";"575162";"9559";"542078";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-25";"P13";"maroc";"579272";"9589";"543603";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-26";"P13";"maroc";"581477";"9611";"546426";"Ministère de la Santé du Maroc - Wikipedia"
"2021-07-27";"P13";"maroc";"588448";"9638";"549116";"Ministère de la Santé du Maroc - Wikipedia"
